Song,Artist,Title,MoodsStrSplit,SampleURL
MT0003542756,Ella Fitzgerald,You Turned the Tables on Me,"Bitter, Brooding, Delicate, Gloomy, Sad, Soft, Quiet, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=XE_OgNC81Y5blXnXq8Kons2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0003546058,Within Reach,Underground Authority,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=Qgh5sbWhObA4f0h7ZZSFJ_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0003570082,Bunny Lee,Wet Dream,"Humorous, Sexual, Sexy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=xV2Zbsn2TkILJbs6F0xyiM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0003594672,Nickel Creek,Ode to a Butterfly,"Cheerful, Happy, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=T6LOXz4GpDXSw-0bVqno3f3pqi0RS20pHqZddGAWQOA=&f=J
MT0003601752,Einstürzende Neubauten,Jet'm,"Bleak, Cerebral, Detached, Harsh, Manic, Menacing, Ominous, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=w_Vx0z96Ax4x-DwWTk6SyPQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0003603772,The Isley Brothers,I Like,"Energetic, Romantic, Sexual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=Thwpb50h6al4MY6oL9hObmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0003639120,Kraut,Pyramids,"Angry, Fierce, Hostile, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=hLrJUzeP8ekf9NJhali69vh0BJxFGWncDvRkmPV4knk=&f=J
MT0003669917,Third Day,Come Together,"Happy, Rousing, Uplifting",http://rovimusic.rovicorp.com/playback.mp3?c=B5_PvIAAF7fU-YrXlQXdIqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0003710207,Eva Cassidy,Wade in the Water,"Bittersweet, Calm, Neutral, Soothing, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=E29E6K-ITUrq1zV3mBEJX4apJnH0KBK7tayJ1L1z1aM=&f=J
MT0003724610,Michael Jackson,2000 Watts,"Explosive, Lively, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=fxT4w3qtI2VTrKkN4rXpkvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0003778826,Kenny Chesney,For the First Time,"Bright, Innocent, Pastoral, Relaxed, Reserved, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=_Ld_3DkggXqjh_-dMAgBW82KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0003782002,Pungent Stench,Mortuary Love Affair,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=Rz1xWEg0s6I-DfbLU4V1F_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0003787478,Sizzla Kalonji,Kill Yuh,"Angry, Bitter, Harsh, Hostile, Malevolent, Reckless, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=B4EvCLXG6S5zC7anlb8dKPKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0003788939,Backstreet Boys,It's Gotta Be You,"Celebratory, Happy, Intense, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=_sCjwb_SJG3PKV2lQaaw5qwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0003794106,Stevie Wonder,Front Line,"Positive, Serious, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=pHpRDCkW4EB6q1lWOuGK_s2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0003807077,Deep Dish,Slippin' into Darkness,"Anguished, Distraught, Bleak, Tense, Anxious",http://rovimusic.rovicorp.com/playback.mp3?c=sTCFczENwU2Oj-NlQ0lYJPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0003863509,Johnny Paycheck,It Won't Be Long (And I'll Be Hating You),"Anguished, Distraught, Bitter, Greasy",http://rovimusic.rovicorp.com/playback.mp3?c=liEVmlBAVt9TO2NrPsjQ5fh0BJxFGWncDvRkmPV4knk=&f=J
MT0003900455,Trilok Gurtu,Languages of Conscious Thought,"Explosive, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=-rxqF2dVFx1wFXoUv54FeYapJnH0KBK7tayJ1L1z1aM=&f=J
MT0003903675,Cher,Dead Ringer for Love,"Boisterous, Celebratory, Dramatic, Elaborate, Energetic, Passionate, Playful, Rambunctious, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=2tVaNw9IuIouiPd-BhS2Mfh0BJxFGWncDvRkmPV4knk=&f=J
MT0003930610,Fennesz,The Point of It All,"Cerebral, Clinical, Complex, Difficult, Elaborate, Intense, Restrained",http://rovimusic.rovicorp.com/playback.mp3?c=vteximdBDVmB5ENY1xddjDqpU4hxl5saPDaNIVORh-E=&f=J
MT0003935485,Einstürzende Neubauten,Blume,"Bleak, Cerebral, Detached, Fiery, Harsh, Manic, Menacing, Ominous, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=_CaI4SKmu72954dshPddaDqpU4hxl5saPDaNIVORh-E=&f=J
MT0003949060,Gipsy Kings,Como Ayer,"Cathartic, Fiery, Sexy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=84KalHHKNpltgzqAGcWdHM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0003956612,Erroll Garner,Pavanne (The Lamp Is Low),"Nocturnal, Soothing, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=A8g4bIsJ55uErF7sTi0mJawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0003968586,...And Oceans,Postfuturistika,"Explosive, Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=GLHU-tudo0q1DHM-Oumzt2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0004027946,Jackie McLean,Entrapment,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=s2PLmc8_axMxrMdlQooAWKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0004028719,Grandmaster Flash,White Lines (Don't Don't Do It),"Eerie, Manic, Paranoid",http://rovimusic.rovicorp.com/playback.mp3?c=7g1efJ7psFblrLKikiyCyYapJnH0KBK7tayJ1L1z1aM=&f=J
MT0004032071,Dimitri from Paris,High Priestess,"Euphoric, Pure, Thrilling",http://rovimusic.rovicorp.com/playback.mp3?c=h3vZFyqaDeNNq2hqXyh23_3pqi0RS20pHqZddGAWQOA=&f=J
MT0004036096,Kenny G,Silver Bells,"Innocent, Light, Precious, Reserved, Soft, Quiet, Soothing, Spiritual, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=CFKZ8z-WTNc7Slv20rq0fPKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0004037272,Gilberto Gil,Expresso 2222,"Exciting, Sparkling, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=s2-ZhVZRGC96E1O1-l--4PKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0004068560,Demonoid,Firestorms,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=ql6DbmLDl7cOXbMwUiKBffh0BJxFGWncDvRkmPV4knk=&f=J
MT0004082588,Dead Can Dance,Persian Love Song,"Bleak, Brooding, Cerebral, Detached, Gloomy, Somber, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=nFQN-8sRtpWKO1dECuB73c2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004085907,Grandmaster Flash,Vice,"Exciting, Fiery, Tense, Anxious, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=5A56VlXrf4UCWlVsF1AK8fh0BJxFGWncDvRkmPV4knk=&f=J
MT0004089549,Ricky Skaggs,Memories of Mother,"Organic, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=NOfVn8kPwX-39IxGOIgkvPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0004093767,Eliane Elias,Where Did You Go,"Agreeable, Dreamy, Sensual",http://rovimusic.rovicorp.com/playback.mp3?c=uwSvKdH9lKpTx1vXGm4fovKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0004122617,Caetano Veloso,Soy Loco por Ti América,"Eccentric, Elaborate, Giddy, Gleeful, Humorous, Joyous, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=yycqEKltfFLRruBDz6h_5DqpU4hxl5saPDaNIVORh-E=&f=J
MT0004131058,Clifton Chenier,Ain't No Need of Cryin',"Greasy, Lazy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=KEBXU61oXdcG3ReF0O1kYTqpU4hxl5saPDaNIVORh-E=&f=J
MT0004141823,Miami Sound Machine,Conga,"Fiery, Joyous, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=kWqBqDamjaEd4bUeyguaEawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0004232099,Ella Fitzgerald,Suppertime,"Bitter, Brooding, Cathartic, Gloomy, Rustic, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=90OoPXJGUiSLwKRBt0Ola_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0004263956,Leonard Feather,Blues Montage,"Cynical, Sarcastic, Eccentric, Greasy, Lazy",http://rovimusic.rovicorp.com/playback.mp3?c=oVG8mWJ4QLz5ACC1W65WO4apJnH0KBK7tayJ1L1z1aM=&f=J
MT0004274911,Handsome Boy Modeling School,Breakdown,"Agreeable, Calm, Neutral, Summery, Swinging",http://rovimusic.rovicorp.com/playback.mp3?c=3V8gNUgu9qvWCJa8NNicLZjWf7KriH64XH0cLbjLrOY=&f=J
MT0004287283,Jimmy Reed,Slow Walking Mama,"Greasy, Lazy, Messy, Sparse",http://rovimusic.rovicorp.com/playback.mp3?c=VfTd3TS8mBzPJeG02e6Mi2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0004290389,Momus,The Lady of Shalott,"Atmospheric, Bitter, Brooding, Cerebral, Cold, Complex, Eccentric, Nocturnal, Quirky",http://rovimusic.rovicorp.com/playback.mp3?c=lrgCXIW0ZKAFQkicQHkf6DqpU4hxl5saPDaNIVORh-E=&f=I
MT0004293364,Redman,Gilla House Check,"Hedonistic, Menacing, Rebellious, Reckless, Snide, Tense, Anxious, Thuggish, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=HJYxkgstcp5rZKPPRkmibPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0004316859,Jerry Goldsmith,Nervous Man in a Four Dollar Room,"Eerie, Exciting, Ominous, Paranoid, Sparkling, Spooky, Tense, Anxious, Trippy, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=rdf-DJjmZk3T-gKBHDa0JjqpU4hxl5saPDaNIVORh-E=&f=J
MT0004331116,Burt Bacharach,In Our Time,"Agreeable, Calm, Neutral, Dreamy, Optimistic, Positive, Pulsing, Relaxed, Striding",http://rovimusic.rovicorp.com/playback.mp3?c=L0slY11Lv-RFE6JpbfXQQYapJnH0KBK7tayJ1L1z1aM=&f=J
MT0004339430,Chick Webb,Liza (All the Clouds'll Roll Away),"Happy, Joyous, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=Vrp3b_wpbuBhaBkyyr4tUPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0004342301,Michael Hurley,Barbera Allen,"Gloomy, Sad, Serious",http://rovimusic.rovicorp.com/playback.mp3?c=Yq9CtpgK77rQF-YWT23MkvQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0004428604,"Earth, Wind & Fire",Fan the Fire,"Lively, Strong, Swinging, Thrilling",http://rovimusic.rovicorp.com/playback.mp3?c=BILRDVNWFyfeGn5fCpAH9_3pqi0RS20pHqZddGAWQOA=&f=J
MT0004447086,One Man Army and the Undead Quartet,Such a Sick Boy,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=KvpLDcKfC1CUbyYj09lYGTqpU4hxl5saPDaNIVORh-E=&f=J
MT0004447226,Billie Holiday,"Me, Myself and I","Cheerful, Happy, Joyous, Light, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=GKB-KXT4HAJrgRDGleFi94apJnH0KBK7tayJ1L1z1aM=&f=I
MT0004459450,U.K. Subs,War on the Pentagon,"Angry, Cathartic, Confrontational, Fierce, Fiery, Hostile, Menacing, Raucous, Rebellious, Reckless, Rowdy, Tense, Anxious, Urgent, Visceral, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=V0hy9zJpeUwJIgrCj9WjWs2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004511265,Refused,This Trust Will Kill Again,"Aggressive, Angry, Rebellious",http://rovimusic.rovicorp.com/playback.mp3?c=eQwYnKw0kFsrEjm75dMqtJjWf7KriH64XH0cLbjLrOY=&f=J
MT0004537445,Digable Planets,Where I'm From,"Bravado, Calm, Neutral, Cerebral, Nocturnal, Relaxed, Reserved, Slick, Street-Smart, Summery, Trippy, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=Te_BjJNT1WYYdsZxWxcsEzqpU4hxl5saPDaNIVORh-E=&f=J
MT0004558461,Crucifucks,Artificial Girl,"Cynical, Sarcastic, Nihilistic, Outrageous, Reckless, Snide, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=G3GhzfIEHIwlQtLK7FgXUzqpU4hxl5saPDaNIVORh-E=&f=J
MT0004584067,Don Williams,Ride On,"Calm, Neutral, Optimistic",http://rovimusic.rovicorp.com/playback.mp3?c=RzzyTzb-XNqyHJ8ZQ5hhVs2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004609722,Charlie Poole & the North Carolina Ramblers,There'll Come a Time,"Circular, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=xOrpPowSQeWbQx5v3vfnd_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0004645468,Raunchy,9 - 5,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=qa7G0HmBEmr_4YLtL9PL6pjWf7KriH64XH0cLbjLrOY=&f=J
MT0004669603,Xavier Cugat,Tico-Tico,"Eccentric, Giddy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=n-7pkSZmtidx9Xc8G1ClkGjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0004683099,Chic,We Are Family,"Carefree, Celebratory, Cheerful, Exuberant, Fun, Happy, Sensual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=IKh66MMvBSledDO9VgeyI_3pqi0RS20pHqZddGAWQOA=&f=J
MT0004693207,Maria Muldaur,TB Blues,"Detached, Gloomy, Lazy, Self-Conscious, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=L8RetiDaRg8NZXazA8Is8c2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004711079,Dave Barbour & the Brazilians,Mañana (Is Soon Enough for Me),"Carefree, Cheerful, Fun, Summery, Theatrical, Whimsical, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=hrQlr___0ocSFl3OiOU9XpjWf7KriH64XH0cLbjLrOY=&f=I
MT0004715422,The Distillers,I Understand,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=Rojq7Evq7Q-2uC30DnDkyM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004751933,Celia Cruz,La Campeona,"Brassy, Gutsy, Sexy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=GKZVF8voWp76-7o9uEb_86wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0004759106,Mark Knopfler,Wild Theme,"Agreeable, Optimistic, Positive, Pure",http://rovimusic.rovicorp.com/playback.mp3?c=yb0osswwQ__e0Nil-clcnzqpU4hxl5saPDaNIVORh-E=&f=I
MT0004759588,Darkane,Impure Perfection,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=CnvyPKPvZhMOGFUDfQfwrv3pqi0RS20pHqZddGAWQOA=&f=J
MT0004807446,Firelinks,We Nuh See Them,"Bitter, Harsh, Hostile, Reckless, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=thGQLcwE5ykws19-bn3rdmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0004817670,Einstürzende Neubauten,Kollaps,"Bleak, Cerebral, Detached, Fiery, Harsh, Manic, Menacing, Ominous, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=ri65m--U81Q_5s_fX2q6Afh0BJxFGWncDvRkmPV4knk=&f=I
MT0004833310,Chet Atkins,Meet Mister Callaghan,"Lush, Reserved, Sparkling, Springlike",http://rovimusic.rovicorp.com/playback.mp3?c=uDBBa_6NujYcQDn6tPOL6P3pqi0RS20pHqZddGAWQOA=&f=J
MT0004840819,Moe Bandy,I Cheated Me Right of You,"Anguished, Distraught, Gloomy",http://rovimusic.rovicorp.com/playback.mp3?c=VcbyiVwP_wNvfSuJvTeBWvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0004842694,Bing Crosby,"Brother, Can You Spare a Dime?","Bitter, Bleak, Brooding, Gloomy, Melancholy, Plaintive, Poignant, Sad, Somber, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=hyU5LA_lyS2SXTszEu-R-82KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004850690,Herb Alpert,For Carlos,"Bittersweet, Brassy, Confident, Gentle, Intimate, Laid-Back, Mellow, Melancholy, Refined, Reflective, Relaxed, Reserved, Sentimental, Slick, Sophisticated, Stylish, Summery, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=23A5bRoh8FJevEcyREJFAqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0004867185,Vybz Kartel,Badda Dan Dem,"Hostile, Menacing, Ominous",http://rovimusic.rovicorp.com/playback.mp3?c=CxcpdvBdRJhrOw9hb08sss2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004867564,Charlie Haden,Hymn Medley: Abide With Me/Just as I Am Without One Plea/What a Friend,"Amiable, Good-Natured, Calm, Neutral, Delicate, Earthy, Elegant, Freewheeling, Gentle, Innocent, Intimate, Laid-Back, Mellow, Literate, Passionate, Pastoral, Plaintive, Poignant, Precious, Refined, Relaxed, Reverent, Searching, Self-Conscious, Soothing, Sparse, Spiritual, Stylish, Wistful, Yearning",http://rovimusic.rovicorp.com/playback.mp3?c=52eRDY1NndgEg6J3aen73zqpU4hxl5saPDaNIVORh-E=&f=J
MT0004882280,Artificial Peace,Wasteland,"Anguished, Distraught, Fierce, Hostile, Manic, Outrageous, Ramshackle",http://rovimusic.rovicorp.com/playback.mp3?c=GUcWUEYMarxh2G6Wccrng6wfpsQHuOlGC4-o-yXc8Os=&f=I
MT0004896738,Janet Jackson,Whoops Now,"Carefree, Cheerful, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=rYQYAjZKpnCvUL_6HNEErIapJnH0KBK7tayJ1L1z1aM=&f=I
MT0004911454,Enya,It's in the Rain,"Atmospheric, Autumnal, Dreamy, Ethereal, Hypnotic",http://rovimusic.rovicorp.com/playback.mp3?c=B9fGF_gUY75_19U1T_kkwPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0004922692,Dead Can Dance,Piece for Solo Flute,"Bleak, Detached, Gloomy, Somber, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=nFQN-8sRtpWKO1dECuB73f3pqi0RS20pHqZddGAWQOA=&f=J
MT0004942017,Killa,The Grave,"Eerie, Malevolent, Outrageous, Spooky",http://rovimusic.rovicorp.com/playback.mp3?c=uIyUsltXwFKiOo00G809nvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0004956006,Within Reach,The Way Ahead,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=YyNI9j_YA6ToycFyAMI5vc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004958762,Harry Toddler,Viagra,"Outrageous, Reckless, Sexual, Sleazy",http://rovimusic.rovicorp.com/playback.mp3?c=LUqLyxEEZ88GioH3MyEI-M2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0004978135,Jay McShann & His Band,Piney Brown Blues,"Greasy, Lazy, Self-Conscious, Spicy, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=1AUEKqoncjl1SzcUluxwHf3pqi0RS20pHqZddGAWQOA=&f=J
MT0004988249,The Mills Brothers,You Always Hurt the One You Love,"Bitter, Brooding, Delicate, Gloomy, Melancholy, Nostalgic, Sad, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=19jft4jMVRVr6JqVJ4CxwTqpU4hxl5saPDaNIVORh-E=&f=J
MT0005001966,Dead Can Dance,Don't Fade Away,"Bleak, Brooding, Cerebral, Gloomy, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=pMJYbW9Q6TC-W_J8YCSlSf3pqi0RS20pHqZddGAWQOA=&f=J
MT0005003824,The Five Blind Boys of Alabama,I've Been Born Again,"Exciting, Joyous, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=f0ouHxcFX8X_My_SDYGPwZjWf7KriH64XH0cLbjLrOY=&f=J
MT0005026798,Pungent Stench,"Loot, Shoot, Electrocute","Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=oM2uG71I6Gs5uWK1rSjqNjqpU4hxl5saPDaNIVORh-E=&f=J
MT0005029328,The Bronx,History's Stranglers,"Belligerent, Explosive, Negative",http://rovimusic.rovicorp.com/playback.mp3?c=V1Ti0NyrCwEZbaHW_iQUV2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005039941,The D.O.C.,No One Can Do It Better,"Angry, Harsh, Hostile, Menacing, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=vPSmydwcOPDuSuLAk2bgVvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0005074629,Wilmoth Houdini,Johnnie Take My Wife,"Circular, Silly, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=eFL7W-yF2vOnvOUZQNsMIfQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0005083488,Tito Puente,Cao Cao Maní Picao,"Brassy, Exciting, Joyous, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=tesJHOVAum9e5qm9OwK4IZjWf7KriH64XH0cLbjLrOY=&f=J
MT0005091539,Spyro Gyra,Slow Burn,"Pastoral, Reserved, Soft, Quiet, Sugary",http://rovimusic.rovicorp.com/playback.mp3?c=lOwnnOqAqcSAI9-LPL1FBmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005115042,Jimmy Reed,I Was So Wrong,"Greasy, Lazy, Messy, Sparse, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=K_iGGnXgjGVTX1BL6kt-Q2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005129157,Sizzla,Really and Truly,"Effervescent, Hypnotic, Restrained, Reverent, Spiritual, Summery, Uplifting",http://rovimusic.rovicorp.com/playback.mp3?c=WOrbrAb3t8IVWzI4_BI4JjqpU4hxl5saPDaNIVORh-E=&f=J
MT0005155949,Carmen McRae,How I Wish (Ask Me Now),"Cerebral, Complex, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=7bom15FirmfkLl3llJmTA2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0005157391,Clifton Chenier,Blues de Ma Negresse,"Greasy, Lazy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=2yCC0e2GUeI6LHm1rKrGu_h0BJxFGWncDvRkmPV4knk=&f=J
MT0005163122,The New Christy Minstrels,Wagoner's Song,"Humorous, Hungry, Joyous",http://rovimusic.rovicorp.com/playback.mp3?c=8qw42TAzpEeEc5sMJSovs2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005171805,Lightnin' Hopkins,Tryin' to Find a Friend,"Greasy, Lazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=_QuzVgl3M-VV-54rQz7KUjqpU4hxl5saPDaNIVORh-E=&f=I
MT0005202791,Extol,Scrape the Surface,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=YsS4UY7EGo5lSVlIIzojSWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005213723,The Rance Allen Group,"Talk That Talk, Pt. 1","Bitter, Fierce, Outraged",http://rovimusic.rovicorp.com/playback.mp3?c=mKube58Sfkc0L3t5sIIJlvh0BJxFGWncDvRkmPV4knk=&f=J
MT0005217073,Ray Price,On My Mind Again,"Naive, Sad, Somber, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=dLRWulN3Y8glsS9T7psnAqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0005221680,Madredeus,Confissao,"Lonely, Negative, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=vHV1OiwfN4HlvhpQ0Yg8yfQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0005239610,Flatt & Scruggs,Foggy Mountain Breakdown,"Fiery, Joyous, Rustic",http://rovimusic.rovicorp.com/playback.mp3?c=kGRjJFKfPhrXE8ijUwIAcTqpU4hxl5saPDaNIVORh-E=&f=J
MT0005253065,Walter Jackson,It's an Uphill Climb (To the Bottom),"Anguished, Distraught, Gloomy",http://rovimusic.rovicorp.com/playback.mp3?c=WPMULJCZWksNsMYY7-VWMYapJnH0KBK7tayJ1L1z1aM=&f=J
MT0005261375,The Temptations,Take Me in Your Arms,"Agreeable, Calm, Neutral, Lonely, Restrained",http://rovimusic.rovicorp.com/playback.mp3?c=UgAM8lxJSkHr2fdsfjwpwP3pqi0RS20pHqZddGAWQOA=&f=J
MT0005262725,Tom Waits,The Briar and the Rose,"Lonely, Nostalgic, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=8TGJ6RUw503vYDa5duqrwjqpU4hxl5saPDaNIVORh-E=&f=J
MT0005265641,Beenie Man,Dude,"Hedonistic, Humorous, Rowdy, Sexual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=2bHmXRGVPS18YSgpGMXAyfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0005270263,Khaled,Liah Liah,"Gloomy, Lonely, Sad, Serious, Threatening",http://rovimusic.rovicorp.com/playback.mp3?c=N8f-VAUC_crUNN6GGL29UTqpU4hxl5saPDaNIVORh-E=&f=J
MT0005285696,Céline Dion,Sleep Tight,"Calm, Neutral, Delicate, Gentle, Laid-Back, Mellow, Precious, Soothing, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=PHxbQ2EtRwG1kaK9V5tQdPKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0005331755,*NSYNC,It's Gonna Be Me,"Boisterous, Confident, Energetic, Fun, Intense",http://rovimusic.rovicorp.com/playback.mp3?c=FkTAezJnGKMVfyFeeR7SuWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005387539,DDT,Overripe,"Explosive, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=qLPjgHee5hT6I52pfHQNpc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0005409948,Talib Kweli,Certified Samurai,"Rambunctious, Tense, Anxious, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=7d3ddXZszo20Jltbcf8EDTqpU4hxl5saPDaNIVORh-E=&f=J
MT0005469880,Ry Cooder,The Girls from Texas,"Cheerful, Positive, Pulsing, Strong, Swinging",http://rovimusic.rovicorp.com/playback.mp3?c=w5TRP4kSB8flMbNF2MlJ5c2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0005478759,Enrique Iglesias,Bailamos,"Lush, Sensual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=zf4p9QdqFPBItvMLy7qnDvKUU23ZQzDPVjJ3ONioHGo=&f=J
